Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,2018_Census_Population,NZDep2018
3,1.0,"41 Rathmar Drive Manurewa, Auckland",43.0,780000,-37.01495739999999,174.91502240000003,7009850,45,24,33,27,36,36,Manurewa,204,4.0
3,1.0,"8 Justamere Place Weymouth, Auckland",60.0,530000,-37.042509499999994,174.8673894,7009515,78,33,39,24,30,24,Weymouth,225,10.0
3,1.0,"8 Justamere Place Weymouth, Auckland",60.0,530000,-37.042509499999994,174.8673894,7009515,78,33,39,24,30,24,Weymouth,225,10.0
3,2.0,"129 Hobsonville Road West Harbour, Auckland",36.0,880000,-36.8152696,174.6288851,7003789,45,30,15,27,24,36,West Harbour,174,4.0
3,1.0,"92 Buckville Road Buckland, Auckland",101.0,2112000,-37.2271956,174.93889099999996,7010971,39,6,9,24,18,36,Buckland,129,3.0
4,4.0,"9 Darwin Lane Remuera, Auckland",271.0,9000000,-36.871836,174.81368899999995,7005974,27,12,6,18,18,36,Remuera,114,1.0
4,4.0,"9 Darwin Lane Remuera, Auckland",271.0,9000000,-36.871836,174.81368899999995,7005974,27,12,6,18,18,36,Remuera,114,1.0
4,2.0,"2/73 Speight Road St Heliers, Auckland",19.0,1825000,-36.8534844,174.84930269999995,7006399,48,24,21,30,27,36,St Heliers,186,3.0
2,2.0,"21 Skip Lane East Tamaki, Auckland",17.0,590000,-36.94338270000001,174.90154819999995,7008935,24,24,45,15,15,6,East Tamaki,132,6.0
3,1.0,"45 Richard Farrell Avenue Remuera, Auckland",107.0,1875000,-36.88676820000001,174.8134448,7006010,48,15,27,27,12,30,Remuera,153,3.0
3,2.0,"279c Royal Road Massey, Auckland",58.0,830000,-36.8324006,174.63285390000001,7003938,84,36,36,42,27,30,Massey,255,9.0
4,2.0,"4 Yorkton Rise Mangere Bridge, Auckland",72.0,1460000,-36.9420311,174.76767230000004,7007837,27,9,9,21,15,30,Mangere Bridge,105,1.0
2,1.0,"8/42a Park Avenue Papatoetoe, Auckland",9.0,455000,-36.9763865,174.8391374,7008426,54,45,33,18,24,18,Papatoetoe,198,8.0
5,2.0,"1/54 Tirimoana Road Te Atatu South, Auckland",26.0,890000,-36.8843686,174.6504321,7004156,60,27,24,30,18,18,Te Atatu South,186,5.0
6,3.0,"38 Tirimoana Road Te Atatu South, Auckland",21.0,1000000,-36.8848921,174.64905149999996,7004156,60,27,24,30,18,18,Te Atatu South,186,5.0
3,2.0,"2/36 Tarawera Terrace St Heliers, Auckland",13.0,1220000,-36.861919,174.8521385,7006422,45,12,24,33,30,48,St Heliers,189,2.0
1,1.0,"29j Springs Road Helensville, Auckland",5.0,325000,-36.657444399999996,174.4331618,7001725,45,18,21,21,24,24,Parakai,153,10.0
4,2.0,"1 Beltrees Lane Pokeno, Auckland",84.0,610000,-37.0481046,174.860194,7009434,108,42,39,36,27,33,Weymouth,276,8.0
4,2.0,"32 Leicester Parade Somerville, Auckland",104.0,1470000,-36.9188242,174.9314074,7009263,33,27,15,30,21,42,Somerville,168,2.0
5,3.0,"39c Rockfield Road Ellerslie, Auckland",37.0,1400000,-36.90441129999999,174.80423190000005,7006032,72,81,60,36,33,27,Ellerslie,306,8.0
3,2.0,"69 Rockfield Road, Auckland",47.0,1250000,-36.905958700000006,174.8045209,7006032,72,81,60,36,33,27,Penrose,306,8.0
7,2.0,"10 Roys Road Weymouth, Auckland",293.0,1600000,-37.0513811,174.861198,7009435,72,42,24,36,33,39,Weymouth,246,9.0
3,2.0,"16 Percy Winstone Lane Stonefields, Auckland",26.0,1240000,-36.889430499999996,174.8342189,7006345,66,48,54,33,39,39,Stonefields,273,1.0
3,2.0,"16 Percy Winstone Lane Stonefields, Auckland",26.0,1240000,-36.889430499999996,174.8342189,7006345,66,48,54,33,39,39,Stonefields,273,1.0
3,1.0,"3 Olsen Avenue Hillsborough, Auckland",46.0,860000,-36.92123400000001,174.7544716,7007731,48,48,33,24,33,36,Hillsborough,222,6.0
5,3.0,"163 Orakei Road Remuera, Auckland",70.0,2450000,-36.868096200000004,174.8061183,7005969,45,24,15,27,36,33,Remuera,174,1.0
3,2.0,"13 Brinlack Drive Dannemora, Auckland",40.0,880000,-36.938385600000004,174.90999309999995,7009036,42,12,24,21,18,18,East Tamaki,135,5.0
4,2.0,"68 Tramway Road Beach Haven, Auckland",55.0,780000,-36.79167320000001,174.6900185,7002447,42,27,36,18,12,12,Beach Haven,147,3.0
5,2.0,"24 Moss Crescent Takanini, Auckland",65.0,950000,-37.05305070000001,174.92289350000001,7009985,27,27,18,27,36,45,Takanini,174,2.0
4,1.0,"5/10 Rathgar Road Henderson, Auckland",14.0,775000,-36.8690454,174.61978919999999,7003702,42,18,15,27,24,24,Henderson,153,8.0
3,2.0,"352l Kohimarama Road Kohimarama, Auckland",13.0,870000,-36.866926299999996,174.8451884,7006419,54,27,21,39,27,45,St Heliers,216,3.0
4,1.0,"65 Tirimoana Road Te Atatu South, Auckland",16.0,830000,-36.885174,174.6509948,7004159,66,51,33,24,24,27,Te Atatu South,228,7.0
4,2.0,"25b Rangeview Road Sunnyvale, Auckland",92.0,860000,-36.8993074,174.6348866,7004028,102,39,45,36,15,36,Sunnyvale,279,8.0
3,2.0,"47c Rangeview Road Sunnyvale, Auckland",11.0,725000,-36.9006722,174.6350647,7004028,102,39,45,36,15,36,Sunnyvale,279,8.0
5,3.0,"23 Waikura Drive Te Atatu Peninsula, Auckland",68.0,1735000,-36.8360926,174.66037790000001,7004203,39,27,24,15,27,15,Te Atatu Peninsula,147,1.0
3,1.0,"383 West Coast Road Glen Eden, Auckland",101.0,850000,-36.9085972,174.6380186,7007167,63,36,42,36,27,30,Glen Eden,231,9.0
5,3.0,"13 Thistle Close Beachlands, Auckland",47.0,1400000,-36.886992299999996,175.0062139,7007066,60,9,18,48,21,30,Beachlands,180,1.0
5,3.0,"21 Thistle Close Beachlands, Auckland",49.0,1350000,-36.88756729999999,175.00612980000002,7007066,60,9,18,48,21,30,Beachlands,180,1.0
5,2.0,"81 Ahutoetoe Road Millwater, Auckland",56.0,980000,-36.6122979,174.6567144,7001403,36,12,9,27,15,27,Wainui,129,4.0
4,2.0,"45 Kuhanui Drive Karaka, Auckland",55.0,1025000,-37.0779534,174.9188179,7009928,201,99,168,114,81,120,Karaka,789,1.0
3,2.0,"43 Costa Viva Crescent Karaka, Auckland",22.0,810000,-37.07756610000001,174.9201295,7009928,201,99,168,114,81,120,Karaka,789,1.0
5,3.0,"39 Silvana Drive Flat Bush, Auckland",40.0,1250000,-36.964403499999996,174.927909,7009304,69,42,60,30,24,30,Flat Bush,255,1.0
3,1.0,"15 Kirikiri Lane East Tamaki, Auckland",15.0,820000,-36.9337122,174.9080707,7009025,30,18,36,21,12,12,East Tamaki,123,5.0
3,1.0,"11 Arodella Crescent Ranui, Auckland",95.0,670000,-36.858717799999994,174.599451,7003540,57,27,30,18,12,15,Ranui,159,9.0
4,2.0,"44d Mountain Road Epsom, Auckland",107.0,3200000,-36.8700679,174.7703548,7005559,33,27,24,9,39,54,Epsom,183,1.0
4,2.0,"10 Eyton Kay Road Hobsonville, Auckland",16.0,860000,-36.79595070000001,174.65593,7002301,51,36,57,18,6,12,Hobsonville,174,1.0
3,1.0,"268 Jervois Road Herne Bay, Auckland",47.0,2275000,-36.8474028,174.7324135,7004901,57,21,15,30,15,18,Herne Bay,153,4.0
4,2.0,"1/1 Woodcote Drive Glenfield, Auckland",17.0,920000,-36.7875914,174.7224742,7002794,39,36,36,18,30,48,Glenfield,198,5.0
4,2.0,"109 Blockhouse Bay Road Avondale, Auckland",68.0,1075000,-36.895269299999995,174.7006602,7004406,12,9,12,21,15,48,Avondale,117,8.0
3,1.0,"109a Blockhouse Bay Road Avondale, Auckland",34.0,1025000,-36.895269299999995,174.7006602,7004406,12,9,12,21,15,48,Avondale,117,8.0
4,2.0,"74 Tarrant Road Waimauku, Auckland",1523.0,1325000,-36.7338896,174.456874,7001370,36,12,9,24,21,18,Helensville,123,2.0
4,2.0,"45 Arrowsmith Road Waitakere, Auckland",26.0,1275000,-36.8465434,174.5210115,7003415,24,12,9,21,12,27,Waitakere,111,3.0
2,1.0,"14/127 Boundary Road Blockhouse Bay, Auckland",10.0,740000,-36.91975720000001,174.7118763,7007570,0,3,0,3,0,231,Blockhouse Bay,243,7.0
5,3.0,"1/134 Aberdeen Road Campbells Bay, Auckland",31.0,1525000,-36.752773299999994,174.7608761,7003148,57,21,27,27,27,27,Campbells Bay,177,2.0
3,1.0,"144 Forrest Hill Road Forrest Hill, Auckland",34.0,990000,-36.7663399,174.7477823,7003063,57,48,42,33,24,15,Forrest Hill,219,6.0
4,2.0,"9 Vivaldi Place Mount Roskill, Auckland",52.0,1225000,-36.911034,174.7241676,7007593,24,15,12,12,18,33,Mount Roskill,123,4.0
3,1.0,"5a Fir Street Waterview, Auckland",61.0,985000,-36.8813662,174.7009228,7004492,42,51,45,33,15,12,Waterview,198,4.0
4,2.0,"18 Routly Avenue Pukekohe, Auckland",101.0,960000,-37.2203656,174.894608,7010519,24,12,9,12,24,27,Pukekohe,108,2.0
4,3.0,"35 Pinehurst Place Wattle Downs, Auckland",60.0,820000,-37.0520531,174.8876043,7009719,57,18,30,18,24,39,Wattle Downs,186,6.0
3,1.0,"18a Sophora Place Totara Heights, Auckland",12.0,780000,-37.0000106,174.900693,7009752,72,27,42,36,21,36,Totara Heights,231,4.0
3,2.0,"7 Antilla Place Half Moon Bay, Auckland",70.0,1380000,-36.887670799999995,174.89325669999997,7006719,54,21,27,36,24,60,Half Moon Bay,216,2.0
4,2.0,"5 Knox Road Manurewa, Auckland",98.0,720000,-37.020317,174.9003727,7009781,39,27,21,24,21,21,Manurewa,150,5.0
3,2.0,"14a Clyma Place Massey, Auckland",38.0,540000,-36.848476700000006,174.6098376,7003657,36,33,27,15,15,15,Massey,144,9.0
4,3.0,"1/103 Remuera Road Remuera, Auckland",22.0,1800000,-36.8736187,174.782018,7005727,18,42,33,9,12,15,Remuera,129,5.0
3,2.0,"4/17 Margot Street Epsom, Auckland",17.0,940000,-36.8780671,174.7776435,7005577,21,21,21,9,15,6,Epsom,90,6.0
3,2.0,"11 Marie Costello Way Beach Haven, Auckland",40.0,940000,-36.78875170000001,174.69266090000005,7002422,60,18,42,39,24,33,Beach Haven,210,4.0
3,2.0,"11 Marie Costello Way Beach Haven, Auckland",40.0,940000,-36.78875170000001,174.69266090000005,7002422,60,18,42,39,24,33,Beach Haven,210,4.0
3,1.0,"81a Waiatarua Road Remuera, Auckland",15.0,1160000,-36.8725755,174.8199281,7006072,72,15,33,33,24,48,Remuera,219,1.0
3,3.0,"156 Mokoia Road Birkenhead, Auckland",92.0,1650000,-36.8113451,174.71582800000004,7004545,30,30,27,27,24,48,Chatswood,189,6.0
4,3.0,"17 Voyager Drive Gulf Harbour, Auckland",42.0,960000,-36.6170889,174.7922216,7001695,60,15,21,33,33,63,Gulf Harbour,225,6.0
4,1.0,"95 Shakespear Road Army Bay, Auckland",508.0,1900000,-36.6083432,174.8071064,7001715,36,6,9,18,33,39,Army Bay,141,1.0
4,3.0,"9 Crosshill Court Pokeno, Auckland",52.0,570000,-37.2380653,175.012596,7011028,9,18,12,6,21,18,Pokeno,87,1.0
4,2.0,"1 Hua Place Tuakau, Auckland",50.0,850000,-37.257721999999994,174.9388626,7010975,72,27,18,24,27,6,Tuakau,177,8.0
2,1.0,"2/519 Pakuranga Road Howick, Auckland",7.0,670000,-36.898975899999996,174.9106721,7006853,33,18,12,12,21,33,Howick,132,7.0
3,2.0,"21a Benson Road Remuera, Auckland",16.0,1650000,-36.8728739,174.8072187,7005981,39,12,12,24,21,24,Remuera,123,2.0
4,2.0,"7 Condliffe Place New Windsor, Auckland",95.0,990000,-36.902183,174.7117372,7004659,66,60,42,30,24,24,New Windsor,255,7.0
3,1.0,"1 Weldene Avenue Glenfield, Auckland",82.0,990000,-36.77354620000001,174.7230032,7002759,27,15,33,15,9,15,Glenfield,117,6.0
4,1.0,"48 Burundi Avenue Clendon Park, Auckland",61.0,650000,-37.0279286,174.86182230000003,7009491,96,27,42,15,15,24,Clendon Park,219,10.0
2,1.0,"9 Donovan Avenue Massey, Auckland",81.0,750000,-36.8458463,174.60943480000003,7003531,45,36,30,27,18,21,Massey,171,9.0
3,1.0,"21 Golf Avenue Otahuhu, Auckland",71.0,650000,-36.954143,174.83870280000005,7008379,66,48,36,30,21,36,Otahuhu,240,10.0
3,1.0,"34 Saxon Street Waterview, Auckland",135.0,1820000,-36.8788108,174.69515019999997,7004376,33,21,33,36,30,21,Waterview,174,2.0
2,1.0,"257a Campbell Road Greenlane, Auckland",36.0,1175000,-36.8953984,174.7989407,7005916,30,42,33,12,6,24,Greenlane,141,6.0
3,2.0,"5c Gollan Road Mount Wellington, Auckland",31.0,1140000,-36.89394,174.84338449999996,7006363,48,15,30,36,9,21,Mount Wellington,159,5.0
4,2.0,"40 Constellation Avenue Beachlands, Auckland",87.0,1245000,-36.8842814,175.0094947,7007062,48,3,15,30,12,9,Beachlands,105,1.0
3,2.0,"10 Elizabeth Drive West Harbour, Auckland",38.0,680000,-36.8218485,174.6252384,7003777,39,30,21,15,15,9,West Harbour,129,8.0
5,3.0,"139d Long Drive St Heliers, Auckland",41.0,2300000,-36.8603424,174.8532553,7006416,48,12,24,30,18,39,St Heliers,177,3.0
4,3.0,"9b Allendale Road Mount Albert, Auckland",25.0,2175000,-36.8846936,174.7175628,7004622,36,21,24,30,18,24,Mount Albert,147,5.0
4,3.0,"9c Allendale Road Mount Albert, Auckland",25.0,2775000,-36.8846936,174.7175628,7004622,36,21,24,30,18,24,Mount Albert,147,5.0
6,3.0,"34d Arney Crescent Remuera, Auckland",60.0,6400000,-36.8699368,174.78892050000005,7005846,36,6,6,18,21,30,Remuera,129,1.0
3,2.0,"5 Gerda Place Ranui, Auckland",74.0,950000,-36.8734548,174.5973287,7003490,36,27,21,24,27,36,Ranui,171,3.0
3,2.0,"13b Kelsey Crescent Hillsborough, Auckland",18.0,900000,-36.9201159,174.75969609999999,7007767,78,42,54,36,30,42,Hillsborough,270,5.0
4,3.0,"2/7 Ferguson Street Mangere, Auckland",20.0,640000,-36.96337670000001,174.82711930000005,7008282,69,36,15,21,12,15,Mangere East,165,9.0
4,3.0,"3/7 Ferguson Street Mangere, Auckland",20.0,640000,-36.96337670000001,174.82711930000005,7008282,69,36,15,21,12,15,Mangere East,165,9.0
4,2.0,"71 Roberta Avenue Glendowie, Auckland",90.0,2450000,-36.8686782,174.8757624,7006644,39,15,9,27,30,27,Glendowie,141,2.0
3,1.0,"254 West Tamaki Road Glendowie, Auckland",92.0,1600000,-36.8687323,174.87550480000004,7006644,39,15,9,27,30,27,Wai O Taiki Bay,141,2.0
3,1.0,"20 Pasadena Avenue Point Chevalier, Auckland",71.0,1450000,-36.866313500000004,174.7172836,7004584,63,21,21,36,33,18,Point Chevalier,189,3.0
5,3.0,"121 Kawakawa Bay Coast Road Kawakawa Bay, Auckland",150.0,1730000,-36.934496700000004,175.1875645,7007094,15,15,3,15,36,33,Kawakawa Bay,120,3.0
4,2.0,"44 Searle Drive Patumahoe, Auckland",256.0,1250000,-37.18291970000001,174.82619509999995,7010325,90,21,63,48,27,48,Patumahoe,291,1.0
4,2.0,"2 Mirabell Place Patumahoe, Auckland",69.0,930000,-37.185345299999994,174.82719430000003,7010325,90,21,63,48,27,48,Patumahoe,291,1.0
3,1.0,"2/45 Seabrook Avenue New Lynn, Auckland",15.0,710000,-36.915392600000004,174.6740353,7007358,57,42,27,33,24,33,New Lynn,207,8.0
4,2.0,"42 Parrish Road Sandringham, Auckland",13.0,1280000,-36.8817233,174.74389299999999,7004990,57,30,15,27,30,15,Sandringham,174,6.0
2,1.0,"39 Edenvale Crescent Mount Eden, Auckland",35.0,1400000,-36.871350799999995,174.75929430000005,7005389,30,27,39,21,6,12,Mount Eden,141,6.0
4,2.0,"15a Rawhitiroa Road Kohimarama, Auckland",40.0,1800000,-36.85468770000001,174.8386994,7006292,33,6,12,18,21,36,Kohimarama,132,1.0
3,2.0,"29 Onetangi Road Onetangi, Auckland",161.0,1080000,-36.7933277,175.0791116,7003392,39,9,24,21,24,51,Onetangi,171,6.0
4,2.0,"65 Matairangi Avenue Totara Heights, Auckland",25.0,720000,-37.001727100000004,174.9036267,7009753,45,33,24,21,30,30,Totara Heights,186,4.0
4,2.0,"42 Tawini Road Titirangi, Auckland",285.0,1270000,-36.931383600000004,174.63750880000003,7007210,54,12,15,30,24,18,Titirangi,153,2.0
7,4.0,"407 Ormiston Road Flat Bush, Auckland",39.0,1450000,-36.968270000000004,174.9306696,7009312,126,72,90,51,36,42,Flat Bush,414,5.0
4,2.0,"297a Mount Albert Road Sandringham, Auckland",11.0,1000000,-36.9011595,174.7359376,7005056,57,36,30,18,15,24,Wesley,183,9.0
3,3.0,"15 Malmo Place Manurewa, Auckland",63.0,710000,-37.020591499999995,174.8684589,7009455,96,39,21,33,15,21,Manurewa,225,10.0
4,2.0,"27 Westminster Gardens Unsworth Heights, Auckland",60.0,1055000,-36.759316299999995,174.71186469999995,7002590,66,33,39,27,42,51,Unsworth Heights,255,2.0
5,2.0,"13 Rogers Avenue Eastern Beach, Auckland",88.0,1560000,-36.87510579999999,174.91412340000005,7006877,30,15,12,18,39,45,Eastern Beach,162,3.0
3,2.0,"59/386 Richmond Road Grey Lynn, Auckland",13.0,720000,-36.8563101,174.730722,7004733,21,39,39,21,21,12,Grey Lynn,156,5.0
5,5.0,"62 Manuel Road Silverdale, Auckland",65.0,1750000,-36.6050069,174.6740986,7001456,66,21,21,33,18,18,Silverdale,174,3.0
5,4.0,"4 Tawatawa Street Long Bay, Auckland",55.0,1675000,-36.68109310000001,174.73887919999999,7001929,27,12,21,21,12,21,Long Bay,117,2.0
5,4.0,"35 Bounty Road Long Bay, Auckland",60.0,2075000,-36.68594760000001,174.7427924,7001929,27,12,21,21,12,21,Long Bay,117,2.0
4,1.0,"10 Fisher Street Surfdale, Auckland",86.0,1000000,-36.79001470000001,175.02728390000001,7003355,30,24,15,24,21,24,Surfdale,144,4.0
3,1.0,"19 Beresford Avenue Surfdale, Auckland",105.0,830000,-36.7893761,175.0281423,7003355,30,24,15,24,21,24,Surfdale,144,4.0
3,2.0,"29d Kamara Road Glen Eden, Auckland",40.0,710000,-36.9114342,174.6378628,7007169,57,18,36,33,15,18,Glen Eden,174,7.0
3,1.0,"16 School Road Kingsland, Auckland",70.0,1425000,-36.8718357,174.7366601,7004963,48,54,51,27,12,12,Morningside,201,5.0
3,2.0,"Remuera  Auckland City  1072 Remuera, Auckland",25.0,3275000,-36.8807382,174.7981463,7005843,12,12,6,9,15,33,Remuera,87,1.0
3,1.0,"11d Monteith Crescent Remuera, Auckland",28.0,880000,-36.8815435,174.8228154,7006221,36,27,27,24,9,33,Remuera,168,3.0
5,4.0,"5 Takurua Terrace Orewa, Auckland",45.0,1175000,-36.580596899999996,174.6722249,7001429,36,6,12,27,18,33,Orewa,141,1.0
2,1.0,"1/42b Candia Road Swanson, Auckland",60.0,640000,-36.871876,174.5890894,7003489,66,21,33,27,6,9,Swanson,153,10.0
3,1.0,"33 Wairau Avenue Avondale, Auckland",134.0,1335000,-36.8930616,174.6863771,7004336,66,42,33,27,21,21,Avondale,216,9.0
5,3.0,"585 Great South Road Drury, Auckland",76.0,965000,-37.09320560000001,174.9445781,7010149,87,45,57,45,30,45,Rosehill,312,2.0
4,1.0,"50 Oraha Road Kumeu, Auckland",143.0,920000,-36.76988710000001,174.5509508,7002193,30,12,12,18,15,15,Huapai,108,1.0
4,2.0,"12 Robert Might Road Huapai, Auckland",70.0,1150000,-36.762716299999994,174.5340476,7002170,84,30,54,36,42,42,Kumeu,291,1.0
4,2.0,"40j Konini Road Titirangi, Auckland",45.0,1260000,-36.9270196,174.6492794,7007264,75,18,18,51,33,24,Titirangi,228,1.0
2,2.0,"223 Green Lane West Epsom, Auckland",12.0,18000000,-36.8927725,174.77979109999995,7005755,3,9,15,6,15,21,Epsom,60,4.0
5,4.0,"12b Walpole Street Ellerslie, Auckland",50.0,1600000,-36.8931018,174.8022017,7006015,33,18,24,30,30,21,Ellerslie,150,7.0
4,2.0,"87 Naylors Drive Mangere, Auckland",22.0,720000,-36.982632,174.796744,7008064,123,51,48,27,24,21,Mangere,300,9.0
4,2.0,"12 Hea Road Hobsonville, Auckland",19.0,530000,-36.79837120000001,174.64743,7002267,60,66,60,24,24,18,Hobsonville,252,2.0
2,1.0,"1/67 Buckland Road Mangere, Auckland",8.0,580000,-36.9718136,174.8320786,7008292,54,30,39,15,27,39,Mangere East,201,8.0
3,2.0,"89 Kauri Point Road Laingholm, Auckland",152.0,770000,-36.9772792,174.63167719999996,7007165,27,3,18,30,15,12,Laingholm,108,2.0
1,1.0,"3x/15 Nelson Street Auckland Central, Auckland",5.0,560000,-36.8466718,174.75996809999995,7005288,6,63,60,18,18,18,Auckland Central,183,4.0
4,1.0,"768 South Titirangi Road Titirangi, Auckland",234.0,1360000,-36.9586578,174.6493112,7007292,36,15,9,21,21,33,Titirangi,138,2.0
3,1.0,"1103 Scenic Drive North Swanson, Auckland",188.0,720000,-36.8745465,174.550974,7003426,33,24,15,24,39,36,Swanson,156,4.0
4,2.0,"37 Bleakhouse Road Mellons Bay, Auckland",84.0,2000000,-36.891025799999994,174.92200649999995,7006898,45,27,24,24,42,45,Howick,210,2.0
5,3.0,"35 Bleakhouse Road Mellons Bay, Auckland",162.0,2300000,-36.890492,174.9226706,7006898,45,27,24,24,42,45,Howick,210,2.0
3,1.0,"20 Oriana Avenue Lynfield, Auckland",29.0,700000,-36.9294147,174.7245278,7007635,66,45,39,30,24,27,Lynfield,222,5.0
6,4.0,"44 Hughs Way Flat Bush, Auckland",40.0,1375000,-36.9761204,174.9157279,7009087,117,81,90,60,27,39,Flat Bush,423,2.0
4,2.0,"27 Mcculloch Road Panmure, Auckland",65.0,870000,-36.8948354,174.8591483,7006591,21,9,15,3,24,12,Panmure,87,10.0
4,2.0,"31 Pine Harbour Parade Beachlands, Auckland",81.0,1425000,-36.88520070000001,174.98930009999995,7007031,57,12,6,45,30,33,Beachlands,177,1.0
4,3.0,"1/117 Shelly Beach Road St Marys Bay, Auckland",27.0,1825000,-36.8400283,174.7420513,7004858,12,24,36,15,27,45,Saint Marys Bay,159,2.0
3,1.0,"111 Shelly Beach Road, Auckland",130.0,3600000,-36.8402456,174.7421394,7004858,12,24,36,15,27,45,Saint Marys Bay,159,2.0
3,2.0,"556 Great North Road Grey Lynn, Auckland",17.0,1575000,-36.8659995,174.7375053,7004944,30,33,33,18,15,15,Grey Lynn,135,2.0
3,1.0,"23/340 Gulf Harbour Drive Gulf Harbour, Auckland",8.0,410000,-36.6143145,174.8032398,7001718,36,21,30,24,21,36,Gulf Harbour,165,8.0
4,2.0,"19 Muirlea Drive Flat Bush, Auckland",64.0,1100000,-36.9593057,174.9341799,7009287,108,39,72,69,30,33,Flat Bush,351,2.0
5,3.0,"9 Melness Place Flat Bush, Auckland",53.0,1225000,-36.9595355,174.93410569999998,7009287,108,39,72,69,30,33,Flat Bush,351,2.0
3,1.0,"161a Don Buck Road Massey, Auckland",45.0,640000,-36.8495702,174.6102219,7003661,57,21,36,21,15,18,Massey,168,7.0
3,2.0,"70 Fairclough Road Beach Haven, Auckland",100.0,870000,-36.7925349,174.6953357,7002430,48,21,24,30,18,21,Beach Haven,168,8.0
3,2.0,"40a Glenfern Road Mellons Bay, Auckland",80.0,1325000,-36.8906925,174.93480780000004,7006944,27,9,12,12,12,45,Mellons Bay,117,3.0
3,1.0,"2/26 Caravelle Close Mangere, Auckland",8.0,500000,-36.9624846,174.793161,7008027,93,39,18,24,24,24,Mangere,225,10.0
3,1.0,"86 Williamson Avenue Grey Lynn, Auckland",55.0,1950000,-36.862159399999996,174.74280919999995,7004935,33,39,39,21,27,9,Grey Lynn,165,4.0
5,2.0,"31 Elgin Street Grey Lynn, Auckland",47.0,2075000,-36.8632281,174.7416011,7004935,33,39,39,21,27,9,Grey Lynn,165,4.0
4,3.0,"24/21 Birdwood Crescent Parnell, Auckland",19.0,1450000,-36.8589527,174.7800434,7005693,30,51,48,21,15,15,Parnell,180,5.0
4,2.0,"2284d Hunua Road Papakura, Auckland",160.0,740000,-37.0793779,175.0703464,7010283,57,30,24,27,21,39,Hunua,207,3.0
4,2.0,"38 Hadley Wood Drive Wattle Downs, Auckland",57.0,1000000,-37.052032000000004,174.87727890000005,7009609,117,36,69,57,51,42,Wattle Downs,381,3.0
3,1.0,"1/12 Marewa Street Te Atatu South, Auckland",8.0,420000,-36.8549925,174.643131,7003952,45,30,21,21,18,21,Te Atatu South,156,7.0
4,1.0,"4 Paton Avenue Te Atatu South, Auckland",81.0,840000,-36.855803,174.642841,7003952,45,30,21,21,18,21,Te Atatu South,156,7.0
3,1.0,"1/9 Marewa Street Te Atatu South, Auckland",9.0,600000,-36.8547334,174.643806,7003952,45,30,21,21,18,21,Te Atatu South,156,7.0
3,1.0,"3/56 Watts Road Manurewa, Auckland",8.0,450000,-37.0165899,174.8721467,7009446,75,54,24,27,15,30,Manurewa,228,9.0
5,3.0,"6 Maraeariki Avenue Orewa, Auckland",58.0,1100000,-36.5815524,174.6899519,7001488,24,12,9,12,15,36,Orewa,111,7.0
2,1.0,"6/723 Remuera Road Remuera, Auckland",7.0,820000,-36.8791334,174.8226494,7006220,33,24,27,30,6,18,Remuera,132,4.0
3,1.0,"29 Dewhurst Place Favona, Auckland",36.0,660000,-36.952785,174.803846,7008085,57,24,27,18,21,27,Favona,177,10.0
5,2.0,"2 San Luis Place Golflands, Auckland",65.0,1325000,-36.9230544,174.9049592,7009011,39,27,30,21,27,27,Golflands,171,2.0
4,2.0,"5 Juliet Avenue Howick, Auckland",67.0,1150000,-36.8975677,174.9186666,7006910,48,33,30,21,24,21,Howick,177,6.0
4,3.0,"1/17 Lydia Avenue Northcote, Auckland",15.0,990000,-36.80291370000001,174.73397649999995,7002962,27,15,36,18,15,30,Northcote,147,2.0
5,3.0,"12 Camp X Place Whenuapai, Auckland",31.0,1100000,-36.7905871,174.61712250000005,7002238,66,162,63,24,12,21,Whenuapai,351,3.0
2,2.0,"4b/15 Fleet Street Eden Terrace, Auckland",10.0,750000,-36.8637961,174.7559946,7005364,15,57,72,18,6,6,Eden Terrace,174,4.0
4,3.0,"2/32 Gills Road Bucklands Beach, Auckland",45.0,1280000,-36.88983870000001,174.91784769999995,7006891,39,12,18,21,33,30,Bucklands Beach,150,3.0
3,2.0,"2/29 Carlisle Road Torbay, Auckland",14.0,900000,-36.709942299999994,174.740653,7002059,36,33,33,30,30,51,Torbay,207,3.0
4,2.0,"15 Markham Place Bucklands Beach, Auckland",97.0,1380000,-36.859434,174.90194440000005,7006767,33,12,9,21,30,30,Bucklands Beach,138,6.0
3,2.0,"Lot 2/166 Ennis Avenue Pakuranga, Auckland",17.0,1195000,-36.9193537,174.8890656,7008816,75,39,51,30,27,33,Pakuranga Heights,258,6.0
3,2.0,"86 Holly Street Avondale, Auckland",107.0,1025000,-36.887128499999996,174.69160290000005,7004332,33,30,24,27,12,18,Avondale,147,7.0
4,1.0,"94A Holly Street, Auckland",55.0,850000,-36.8874761,174.6913819,7004332,33,30,24,27,12,18,Avondale,147,7.0
4,3.0,"200 Ridge Road Howick, Auckland",41.0,1260000,-36.9002271,174.9206737,7006919,30,15,12,15,18,57,Howick,147,6.0
3,1.0,"2/14 Ruth Street Manurewa, Auckland",8.0,500000,-37.0172609,174.88889269999999,7009658,78,90,48,24,24,30,Manurewa,291,9.0
